,Season,Round,Date,Team_Home,Team_Away,Ball_possession_home,Ball_possession_away,Goal_sit_home,Goal_sit_away,Shots_target_home,Shots_target_away,Shots_no_target_home,Shots_no_target_away,Corners_home,Corners_away,Offsides_home,Offsides_away,GK_inter_home,GK_inter_away,Fauls_home,Fauls_away,Yellow_home,Yellow_away,Red_home,Red_away,Goals_home,Goals_away,Result
625,2014-2015,28,2015-04-17 20:30:00,Podbeskidzie B-B,Wisła Kraków,45,55,13,7,3,4,6,1,8,3,1,3,2,1,21,21,1,1,0,0,2,2,D
626,2014-2015,28,2015-04-18 15:30:00,Śląsk Wrocław,Lechia Gdańsk,42,58,11,16,6,2,3,11,7,4,4,2,2,3,20,8,2,2,0,0,3,0,W
627,2014-2015,28,2015-04-18 18:00:00,Jagiellonia Białystok,Piast Gliwice,45,55,11,14,6,3,5,7,5,11,2,4,2,4,17,9,4,1,0,0,2,1,W
628,2014-2015,28,2015-04-18 20:30:00,Cracovia,Pogoń Szczecin,59,41,16,8,6,1,7,4,1,5,2,1,0,6,13,17,1,1,0,0,0,1,L
629,2014-2015,28,2015-04-19 15:30:00,Górnik Łęczna,Lech Poznań,39,61,10,8,4,3,3,4,5,4,1,2,2,3,17,11,3,2,0,0,1,1,D
630,2014-2015,28,2015-04-19 18:00:00,Legia Warszawa,Zawisza Bydgoszcz,58,42,16,9,10,2,2,5,9,5,1,1,2,8,17,9,0,0,0,0,2,0,W
631,2014-2015,28,2015-04-20 18:00:00,Górnik Zabrze,GKS Bełchatów,62,38,15,9,3,3,7,6,4,2,2,0,3,1,10,11,2,2,0,0,2,0,W
632,2014-2015,29,2015-04-24 18:00:00,Zawisza Bydgoszcz,Cracovia,53,47,19,12,3,7,6,3,8,9,1,1,4,3,13,23,0,5,0,0,0,3,L
633,2014-2015,29,2015-04-24 20:30:00,Ruch Chorzów,Legia Warszawa,36,64,10,21,1,5,7,9,4,12,1,0,5,1,14,11,4,2,0,0,0,0,D
634,2014-2015,29,2015-04-25 15:30:00,Pogoń Szczecin,Górnik Zabrze,44,56,15,11,4,1,7,7,2,3,1,0,0,1,14,15,3,3,0,1,3,1,W
635,2014-2015,29,2015-04-25 18:00:00,GKS Bełchatów,Jagiellonia Białystok,49,51,8,9,4,3,2,5,4,9,1,0,3,4,13,13,0,2,0,0,0,0,D
636,2014-2015,29,2015-04-25 20:30:00,Lech Poznań,Śląsk Wrocław,57,43,16,8,8,1,7,3,3,7,0,0,1,6,12,10,0,0,0,0,2,0,W
637,2014-2015,29,2015-04-26 13:00:00,Piast Gliwice,Podbeskidzie B-B,50,50,11,16,5,3,4,10,7,6,1,3,3,2,15,15,2,5,0,1,3,0,W
638,2014-2015,29,2015-04-26 15:30:00,Lechia Gdańsk,Górnik Łęczna,58,42,19,2,8,0,7,0,7,2,0,3,0,6,10,16,3,3,0,0,2,0,W
639,2014-2015,29,2015-04-26 18:00:00,Wisła Kraków,Korona Kielce,60,40,11,15,5,5,4,8,5,10,1,0,5,3,18,15,2,1,0,0,2,0,W
640,2014-2015,30,2015-04-29 20:30:00,Cracovia,GKS Bełchatów,57,43,15,5,7,3,5,1,5,0,1,1,2,4,18,12,1,1,0,0,3,1,W
641,2014-2015,30,2015-04-29 20:30:00,Górnik Łęczna,Piast Gliwice,55,45,15,13,7,5,6,6,4,3,0,0,3,6,18,15,2,2,0,0,1,2,L
642,2014-2015,30,2015-04-29 20:30:00,Górnik Zabrze,Zawisza Bydgoszcz,50,50,15,6,6,3,8,1,3,3,2,1,2,4,11,14,1,1,0,0,2,1,W
643,2014-2015,30,2015-04-29 20:30:00,Jagiellonia Białystok,Ruch Chorzów,46,54,14,8,7,3,5,3,4,7,1,3,3,5,14,5,2,3,0,0,2,0,W
644,2014-2015,30,2015-04-29 20:30:00,Korona Kielce,Lechia Gdańsk,44,56,8,22,4,6,3,11,2,10,2,3,4,1,13,11,3,4,0,0,3,2,W
645,2014-2015,30,2015-04-29 20:30:00,Legia Warszawa,Pogoń Szczecin,63,37,17,10,7,1,9,5,7,2,1,1,0,5,12,21,1,3,0,1,2,1,W
646,2014-2015,30,2015-04-29 20:30:00,Podbeskidzie B-B,Lech Poznań,47,53,10,16,3,6,4,5,4,7,4,0,4,3,16,24,2,3,0,0,0,2,L
647,2014-2015,30,2015-04-29 20:30:00,Śląsk Wrocław,Wisła Kraków,51,49,7,9,3,0,2,8,1,0,1,0,0,2,16,17,1,3,0,0,1,0,W
648,2014-2015,31,2015-08-05 18:00:00,Korona Kielce,Ruch Chorzów,54,46,16,11,6,3,4,6,9,4,2,3,1,6,15,5,2,1,0,0,0,2,L
649,2014-2015,31,2015-08-05 20:30:00,Jagiellonia Białystok,Śląsk Wrocław,47,53,13,13,5,5,4,3,4,7,2,1,4,4,8,10,1,3,0,0,1,1,D
650,2014-2015,31,2015-09-05 15:30:00,Legia Warszawa,Lech Poznań,57,43,17,9,3,3,8,4,13,3,0,0,1,2,8,20,3,5,0,0,1,2,L
651,2014-2015,31,2015-09-05 18:00:00,Pogoń Szczecin,Lechia Gdańsk,41,59,8,19,3,8,4,4,6,6,1,1,5,2,19,9,2,0,1,0,1,3,L
652,2014-2015,31,2015-09-05 20:30:00,Wisła Kraków,Górnik Zabrze,55,45,14,14,7,3,4,9,9,3,1,1,2,3,16,9,0,0,0,0,4,1,W
653,2014-2015,31,2015-10-05 15:30:00,Podbeskidzie B-B,Zawisza Bydgoszcz,63,37,21,9,6,3,7,4,8,1,1,1,1,4,17,14,4,0,0,0,2,2,D
654,2014-2015,31,2015-10-05 18:00:00,Cracovia,GKS Bełchatów,54,46,14,13,3,3,8,6,4,3,0,1,2,2,19,19,1,2,0,0,1,1,D
655,2014-2015,31,2015-11-05 18:00:00,Piast Gliwice,Górnik Łęczna,47,53,15,22,5,5,7,11,8,8,0,2,2,3,20,14,4,2,0,0,2,3,L
656,2014-2015,32,2015-05-15 18:00:00,Zawisza Bydgoszcz,Korona Kielce,44,56,15,13,5,5,5,6,1,3,4,2,4,2,19,16,2,1,0,0,3,1,W
657,2014-2015,32,2015-05-15 20:30:00,Lechia Gdańsk,Wisła Kraków,52,48,13,9,3,5,8,2,4,5,3,4,3,1,13,15,1,2,0,0,2,2,D
658,2014-2015,32,2015-05-16 15:30:00,Górnik Łęczna,Cracovia,51,49,13,14,4,5,4,7,4,4,3,6,2,4,9,14,0,0,0,0,0,3,L
659,2014-2015,32,2015-05-16 18:00:00,GKS Bełchatów,Podbeskidzie B-B,56,44,7,14,2,7,4,2,2,6,1,2,5,2,15,13,3,3,0,0,0,2,L
660,2014-2015,32,2015-05-16 20:30:00,Ruch Chorzów,Piast Gliwice,60,40,17,5,3,3,12,2,7,0,2,1,2,2,9,14,0,2,0,0,1,1,D
661,2014-2015,32,2015-05-17 15:30:00,Górnik Zabrze,Pogoń Szczecin,49,51,14,11,7,0,3,7,6,5,1,2,0,5,14,19,1,0,0,0,2,0,W
662,2014-2015,32,2015-05-17 15:30:00,Lech Poznań,Jagiellonia Białystok,61,39,18,8,3,4,9,3,5,3,0,2,1,2,11,10,3,0,0,0,1,3,L
663,2014-2015,32,2015-05-17 18:00:00,Śląsk Wrocław,Legia Warszawa,49,51,17,13,6,1,7,5,6,5,3,2,1,5,13,9,2,6,0,1,1,1,D
664,2014-2015,33,2015-05-19 18:00:00,Korona Kielce,Górnik Łęczna,52,48,15,10,2,5,7,4,8,3,0,4,2,1,10,12,0,4,1,1,1,3,L
665,2014-2015,33,2015-05-19 18:00:00,Podbeskidzie B-B,Ruch Chorzów,46,54,10,8,4,3,6,3,7,3,2,2,1,4,8,11,1,0,0,0,0,2,L
666,2014-2015,33,2015-05-19 20:30:00,Cracovia,Zawisza Bydgoszcz,52,48,13,11,5,4,5,4,5,3,1,2,3,2,15,16,3,1,0,0,3,1,W
667,2014-2015,33,2015-05-19 20:30:00,Piast Gliwice,GKS Bełchatów,49,51,14,16,8,6,4,4,9,4,3,3,3,2,14,16,0,1,0,0,6,3,W
668,2014-2015,33,2015-05-20 18:00:00,Górnik Zabrze,Lechia Gdańsk,46,54,9,15,2,4,4,8,5,6,2,5,3,2,11,8,2,1,1,1,0,1,L
669,2014-2015,33,2015-05-20 18:00:00,Lech Poznań,Śląsk Wrocław,54,46,13,10,7,4,4,2,4,5,2,1,4,4,18,9,0,0,0,0,3,0,W
670,2014-2015,33,2015-05-20 20:30:00,Legia Warszawa,Jagiellonia Białystok,59,41,14,14,9,4,4,8,13,2,2,2,4,8,14,14,1,1,0,0,1,0,W
671,2014-2015,33,2015-05-20 20:30:00,Wisła Kraków,Pogoń Szczecin,57,43,14,15,3,7,5,4,5,2,2,1,5,1,13,18,2,3,0,0,2,2,D
672,2014-2015,34,2015-05-22 18:00:00,Zawisza Bydgoszcz,Górnik Łęczna,50,50,14,10,4,6,5,3,6,4,2,3,5,3,25,13,3,1,0,0,1,1,D
673,2014-2015,34,2015-05-22 20:30:00,Cracovia,Korona Kielce,61,39,10,10,6,4,4,2,5,7,4,0,3,5,17,17,2,1,0,0,1,1,D
674,2014-2015,34,2015-05-23 15:30:00,Śląsk Wrocław,Górnik Zabrze,48,52,15,11,2,4,10,2,7,2,5,0,3,1,12,11,2,1,0,0,1,1,D
675,2014-2015,34,2015-05-23 18:00:00,Pogoń Szczecin,Legia Warszawa,58,42,12,14,1,6,7,6,4,5,2,0,5,1,13,14,1,3,0,0,0,1,L
676,2014-2015,34,2015-05-23 20:30:00,Jagiellonia Białystok,Wisła Kraków,47,53,7,8,2,5,5,2,7,2,0,4,4,0,16,14,1,0,0,0,2,1,W
677,2014-2015,34,2015-05-24 15:30:00,Piast Gliwice,Podbeskidzie B-B,44,56,8,15,4,5,3,7,3,9,0,2,4,2,13,12,1,2,0,0,2,1,W
678,2014-2015,34,2015-05-24 18:00:00,Lechia Gdańsk,Lech Poznań,56,44,16,9,8,3,5,4,7,3,2,1,1,7,15,17,2,2,0,1,1,2,L
679,2014-2015,34,2015-05-25 18:00:00,Ruch Chorzów,GKS Bełchatów,54,46,9,13,5,7,2,4,4,6,1,2,3,3,14,13,5,3,0,0,2,4,L
680,2014-2015,35,2015-05-29 18:00:00,Podbeskidzie B-B,Cracovia,42,58,12,16,4,4,4,8,4,3,1,2,1,4,14,14,2,2,0,0,0,3,L
681,2014-2015,35,2015-05-29 20:30:00,Korona Kielce,Piast Gliwice,49,51,15,10,5,3,5,7,7,3,1,0,2,3,12,6,1,0,0,0,2,1,W
682,2014-2015,35,2015-05-30 15:30:00,Górnik Łęczna,Ruch Chorzów,56,44,12,5,3,3,5,1,6,1,4,1,2,3,13,11,1,2,0,0,0,1,L
683,2014-2015,35,2015-05-30 18:00:00,GKS Bełchatów,Zawisza Bydgoszcz,41,59,7,11,2,9,4,1,3,1,2,1,5,1,16,13,0,1,0,0,1,4,L
684,2014-2015,35,2015-05-30 20:30:00,Śląsk Wrocław,Lechia Gdańsk,44,56,5,12,3,3,1,6,4,4,0,1,3,2,16,14,0,0,0,0,1,0,W
685,2014-2015,35,2015-05-31 15:30:00,Jagiellonia Białystok,Górnik Zabrze,40,60,7,19,2,5,5,11,1,3,3,0,3,0,9,10,0,3,0,0,3,2,W
686,2014-2015,35,2015-05-31 15:30:00,Legia Warszawa,Wisła Kraków,53,47,6,11,4,1,2,7,5,5,2,1,1,3,15,11,3,4,0,0,1,0,W
687,2014-2015,35,2015-05-31 18:00:00,Lech Poznań,Pogoń Szczecin,53,47,15,6,7,2,5,3,7,4,2,0,2,6,17,20,0,2,0,0,1,0,W
688,2014-2015,36,2015-02-06 20:30:00,Cracovia,Ruch Chorzów,54,46,11,11,6,2,3,6,7,5,5,2,2,5,13,8,4,2,0,0,1,0,W
689,2014-2015,36,2015-02-06 20:30:00,GKS Bełchatów,Korona Kielce,56,44,11,12,4,4,4,7,7,4,3,3,2,2,12,15,3,1,0,0,2,2,D
690,2014-2015,36,2015-02-06 20:30:00,Podbeskidzie B-B,Górnik Łęczna,52,48,14,8,3,2,7,5,10,1,3,1,2,2,15,16,3,3,0,0,1,0,W
691,2014-2015,36,2015-02-06 20:30:00,Zawisza Bydgoszcz,Piast Gliwice,60,40,10,8,4,0,3,6,6,4,1,0,0,4,9,12,0,1,0,0,0,0,D
692,2014-2015,36,2015-03-06 20:30:00,Górnik Zabrze,Lech Poznań,46,54,9,17,3,9,3,7,4,4,0,1,3,2,11,6,1,1,0,0,1,6,L
693,2014-2015,36,2015-03-06 20:30:00,Lechia Gdańsk,Legia Warszawa,55,45,17,13,2,1,10,6,7,6,1,3,1,2,14,9,2,2,0,0,0,0,D
694,2014-2015,36,2015-03-06 20:30:00,Pogoń Szczecin,Jagiellonia Białystok,57,43,14,16,4,8,4,6,5,8,3,0,5,3,13,9,1,1,0,0,1,3,L
695,2014-2015,36,2015-03-06 20:30:00,Wisła Kraków,Śląsk Wrocław,50,50,5,14,0,2,4,9,5,7,1,4,1,0,17,21,4,0,0,0,0,1,L
696,2014-2015,37,2015-05-06 20:30:00,Górnik Łęczna,GKS Bełchatów,46,54,15,12,4,3,8,7,3,3,4,0,3,3,17,13,4,2,0,0,1,0,W
697,2014-2015,37,2015-05-06 20:30:00,Korona Kielce,Podbeskidzie B-B,52,48,16,11,5,4,5,4,4,9,1,0,3,2,14,11,1,1,0,0,3,1,W
698,2014-2015,37,2015-05-06 20:30:00,Piast Gliwice,Cracovia,39,61,9,21,2,7,6,9,8,11,1,2,4,2,7,11,1,0,0,0,0,3,L
699,2014-2015,37,2015-05-06 20:30:00,Ruch Chorzów,Zawisza Bydgoszcz,47,53,8,12,5,4,3,6,1,12,0,4,2,2,10,15,6,1,1,0,3,2,W
700,2014-2015,37,2015-07-06 18:00:00,Jagiellonia Białystok,Lechia Gdańsk,48,52,10,17,6,5,4,9,11,5,3,2,3,2,14,19,1,2,0,0,4,2,W
701,2014-2015,37,2015-07-06 18:00:00,Lech Poznań,Wisła Kraków,53,47,15,4,4,1,6,0,9,2,3,3,1,4,11,9,1,2,0,0,0,0,D
702,2014-2015,37,2015-07-06 18:00:00,Legia Warszawa,Górnik Zabrze,58,42,12,6,2,2,8,2,5,2,4,1,2,1,10,14,0,1,0,0,2,0,W
703,2014-2015,37,2015-07-06 18:00:00,Śląsk Wrocław,Pogoń Szczecin,52,48,20,6,8,1,6,2,5,1,2,2,0,6,11,13,1,2,0,0,2,1,W
704,2015-2016,1,2015-07-17 18:00:00,Wisła Kraków,Górnik Zabrze,53,47,6,8,1,3,4,5,3,5,1,1,2,0,8,15,0,1,0,0,1,1,D
705,2015-2016,1,2015-07-17 20:30:00,Lechia Gdańsk,Cracovia,59,41,17,13,3,7,11,5,7,6,2,1,6,3,12,18,1,4,0,0,0,1,L
706,2015-2016,1,2015-07-18 15:30:00,Ruch Chorzów,Górnik Łęczna,59,41,6,13,1,6,3,4,4,0,0,4,4,1,9,11,3,1,0,0,0,2,L
707,2015-2016,1,2015-07-18 18:00:00,Zagłębie Lubin,Podbeskidzie B-B,54,46,13,12,4,3,5,7,7,2,2,0,2,3,20,24,4,1,0,0,1,1,D
708,2015-2016,1,2015-07-18 20:30:00,Lech Poznań,Pogoń Szczecin,67,33,18,9,5,4,9,2,13,3,0,1,2,4,11,16,2,1,0,0,1,2,L
709,2015-2016,1,2015-07-19 15:30:00,Korona Kielce,Jagiellonia Białystok,52,48,11,10,4,5,2,4,7,2,1,0,3,1,10,15,4,2,0,0,3,2,W
710,2015-2016,1,2015-07-19 18:00:00,Śląsk Wrocław,Legia Warszawa,49,51,14,16,2,9,8,4,5,8,2,0,5,1,13,15,1,2,0,0,1,4,L
711,2015-2016,1,2015-07-20 18:00:00,Piast Gliwice,Bruk-Bet T.,49,51,13,8,2,0,6,7,7,7,1,1,0,1,27,9,3,1,0,0,1,0,W
712,2015-2016,2,2015-07-24 18:00:00,Ruch Chorzów,Piast Gliwice,48,52,13,10,6,3,7,7,4,6,2,6,3,4,13,20,1,2,0,0,2,0,W
713,2015-2016,2,2015-07-24 20:30:00,Cracovia,Wisła Kraków,55,45,17,9,3,5,14,4,6,4,1,2,4,2,12,16,2,4,0,0,1,1,D
714,2015-2016,2,2015-07-25 18:00:00,Zagłębie Lubin,Korona Kielce,53,47,13,6,2,2,7,2,5,1,2,2,0,2,18,24,2,4,0,0,0,2,L
715,2015-2016,2,2015-07-25 20:30:00,Lech Poznań,Lechia Gdańsk,51,49,11,9,7,3,3,6,2,4,1,3,2,5,26,11,2,2,0,0,2,1,W
716,2015-2016,2,2015-07-26 15:30:00,Jagiellonia Białystok,Bruk-Bet T.,59,41,20,7,10,2,5,3,8,5,1,0,2,8,6,11,3,1,0,0,2,0,W
717,2015-2016,2,2015-07-26 15:30:00,Pogoń Szczecin,Śląsk Wrocław,54,46,16,10,3,5,6,2,6,3,1,4,4,2,14,13,1,1,0,0,1,1,D
718,2015-2016,2,2015-07-26 18:00:00,Legia Warszawa,Podbeskidzie B-B,58,42,10,16,5,5,5,7,5,2,6,4,5,0,10,10,1,2,0,0,5,0,W
719,2015-2016,2,2015-07-27 18:00:00,Górnik Łęczna,Górnik Zabrze,41,59,7,9,2,1,3,4,3,5,5,3,0,0,14,11,2,4,1,1,2,1,W
720,2015-2016,3,2015-01-08 18:00:00,Podbeskidzie B-B,Cracovia,32,68,10,19,1,8,8,5,3,4,0,1,7,1,13,16,2,2,1,0,0,1,L
721,2015-2016,3,2015-01-08 20:30:00,Wisła Kraków,Lech Poznań,47,53,11,16,3,7,5,6,2,13,2,2,7,1,16,7,1,2,0,0,2,0,W
722,2015-2016,3,2015-02-08 15:30:00,Jagiellonia Białystok,Zagłębie Lubin,50,50,13,15,3,7,7,6,4,6,1,0,5,2,7,13,2,3,0,0,1,2,L
723,2015-2016,3,2015-02-08 15:30:00,Śląsk Wrocław,Bruk-Bet T.,55,45,17,4,12,1,3,3,6,1,1,1,1,10,21,13,1,1,0,0,2,0,W
724,2015-2016,3,2015-02-08 18:00:00,Górnik Łęczna,Legia Warszawa,41,59,13,11,4,4,9,6,2,5,2,5,2,4,9,9,0,2,0,0,0,2,L
725,2015-2016,3,2015-03-08 18:00:00,Korona Kielce,Ruch Chorzów,52,48,17,5,7,2,6,2,9,6,7,2,0,6,7,6,0,3,0,0,1,2,L
726,2015-2016,3,2015-07-31 18:00:00,Piast Gliwice,Górnik Zabrze,52,48,5,15,4,9,1,4,2,6,8,1,7,1,15,16,2,2,0,0,3,2,W
727,2015-2016,3,2015-07-31 20:30:00,Lechia Gdańsk,Pogoń Szczecin,61,39,10,13,2,4,5,7,2,6,3,2,3,1,12,13,5,2,0,0,1,1,D
728,2015-2016,4,2015-07-08 18:00:00,Cracovia,Piast Gliwice,51,49,10,16,1,6,9,10,6,6,1,0,4,0,14,20,1,1,0,0,1,2,L
729,2015-2016,4,2015-07-08 20:30:00,Bruk-Bet T.,Zagłębie Lubin,41,59,17,7,5,1,12,6,4,6,1,2,1,4,16,18,3,4,0,0,1,0,W
730,2015-2016,4,2015-08-08 15:30:00,Górnik Zabrze,Jagiellonia Białystok,59,41,15,18,3,6,7,11,12,1,1,5,3,2,16,11,1,1,0,0,1,3,L
731,2015-2016,4,2015-08-08 18:00:00,Pogoń Szczecin,Górnik Łęczna,61,39,13,5,1,3,9,0,6,2,0,4,3,1,17,23,2,4,0,0,0,0,D
732,2015-2016,4,2015-08-08 20:30:00,Lech Poznań,Korona Kielce,56,44,14,7,4,1,7,4,5,4,0,2,1,4,15,15,2,5,1,0,0,0,D
733,2015-2016,4,2015-09-08 15:30:00,Śląsk Wrocław,Lechia Gdańsk,56,44,11,15,6,4,5,11,2,7,7,0,4,6,18,13,1,2,0,0,0,0,D
734,2015-2016,4,2015-09-08 18:00:00,Legia Warszawa,Wisła Kraków,56,44,15,8,5,3,9,3,3,8,6,1,2,4,8,20,3,3,0,0,1,1,D
735,2015-2016,4,2015-10-08 18:00:00,Ruch Chorzów,Podbeskidzie B-B,52,48,14,13,8,3,4,6,4,8,0,2,2,7,8,14,1,4,0,0,1,1,D
736,2015-2016,5,2015-08-14 18:00:00,Korona Kielce,Cracovia,45,55,10,6,3,4,7,2,2,1,1,1,1,3,20,13,2,0,0,0,0,3,L
737,2015-2016,5,2015-08-14 20:30:00,Zagłębie Lubin,Lech Poznań,41,59,13,18,4,3,9,15,2,5,2,0,2,2,11,17,1,1,0,0,2,1,W
738,2015-2016,5,2015-08-15 15:30:00,Bruk-Bet T.,Górnik Zabrze,45,55,15,11,6,1,7,7,6,4,2,1,1,3,15,12,0,1,0,0,3,0,W
739,2015-2016,5,2015-08-15 18:00:00,Górnik Łęczna,Śląsk Wrocław,44,56,9,24,5,11,2,8,3,8,1,2,8,3,11,12,4,2,0,0,2,3,L
740,2015-2016,5,2015-08-15 20:30:00,Piast Gliwice,Legia Warszawa,47,53,17,15,2,7,8,5,5,2,2,3,6,0,10,11,2,1,0,0,2,1,W
741,2015-2016,5,2015-08-16 15:30:00,Jagiellonia Białystok,Ruch Chorzów,52,48,17,8,6,3,7,4,4,4,3,1,2,4,7,11,1,1,0,0,2,1,W
742,2015-2016,5,2015-08-16 18:00:00,Wisła Kraków,Lechia Gdańsk,44,56,12,15,4,7,6,5,0,9,2,1,4,1,18,13,4,5,0,0,3,3,D
743,2015-2016,5,2015-08-17 18:00:00,Podbeskidzie B-B,Pogoń Szczecin,46,54,14,15,3,8,9,7,8,3,1,3,5,1,13,14,0,3,0,0,2,3,L
744,2015-2016,6,2015-08-21 18:00:00,Pogoń Szczecin,Wisła Kraków,46,54,12,15,5,4,7,11,6,6,5,2,3,4,19,13,2,4,0,0,1,1,D
745,2015-2016,6,2015-08-21 20:30:00,Lechia Gdańsk,Górnik Łęczna,71,29,11,8,7,1,2,3,2,3,4,10,0,4,15,13,3,3,0,1,3,1,W
746,2015-2016,6,2015-08-22 15:30:00,Ruch Chorzów,Bruk-Bet T.,58,42,21,12,10,5,9,6,3,4,2,2,4,6,9,15,1,3,1,1,4,1,W
747,2015-2016,6,2015-08-22 18:00:00,Śląsk Wrocław,Podbeskidzie B-B,63,37,18,13,7,6,7,6,7,1,2,2,5,6,16,14,3,2,0,0,1,1,D
748,2015-2016,6,2015-08-22 20:30:00,Cracovia,Jagiellonia Białystok,57,43,14,10,4,5,10,5,8,2,0,0,4,3,0,0,0,3,0,0,1,1,D
749,2015-2016,6,2015-08-23 15:30:00,Lech Poznań,Piast Gliwice,57,43,14,8,7,3,7,5,4,6,0,7,2,7,7,17,1,2,0,0,0,1,L
750,2015-2016,6,2015-08-23 18:00:00,Legia Warszawa,Korona Kielce,64,36,18,9,5,3,8,4,15,2,5,0,1,4,7,19,1,4,0,0,1,2,L
751,2015-2016,6,2015-08-24 18:00:00,Górnik Zabrze,Zagłębie Lubin,55,45,15,10,5,5,3,5,11,3,0,0,3,3,14,15,2,3,0,0,2,2,D
752,2015-2016,7,2015-08-28 18:00:00,Podbeskidzie B-B,Lechia Gdańsk,44,56,11,18,5,7,6,5,6,8,4,0,6,4,17,8,4,3,0,0,1,1,D
753,2015-2016,7,2015-08-28 20:30:00,Wisła Kraków,Śląsk Wrocław,56,44,18,9,5,3,8,2,2,5,2,2,1,1,11,11,2,2,0,0,4,2,W
754,2015-2016,7,2015-08-29 15:30:00,Piast Gliwice,Górnik Łęczna,54,46,17,13,9,2,5,8,4,5,6,1,2,6,8,15,3,0,0,0,3,0,W
755,2015-2016,7,2015-08-29 18:00:00,Zagłębie Lubin,Ruch Chorzów,52,48,20,8,9,4,7,3,5,5,2,2,3,6,19,8,2,0,0,0,3,1,W
756,2015-2016,7,2015-08-29 20:30:00,Korona Kielce,Pogoń Szczecin,50,50,12,10,3,4,4,4,6,6,0,1,3,2,12,17,1,1,0,0,1,1,D
757,2015-2016,7,2015-08-30 15:30:00,Bruk-Bet T.,Lech Poznań,35,65,9,15,6,5,3,5,0,9,0,1,4,3,9,9,3,3,0,0,3,1,W
758,2015-2016,7,2015-08-30 15:30:00,Górnik Zabrze,Cracovia,46,54,18,16,1,5,10,7,5,4,1,1,4,0,11,8,1,3,0,0,1,1,D
759,2015-2016,7,2015-08-30 18:00:00,Jagiellonia Białystok,Legia Warszawa,39,61,20,9,8,1,8,4,7,5,2,1,0,7,15,7,0,2,0,0,1,1,D
760,2015-2016,8,2015-09-13 15:30:00,Pogoń Szczecin,Piast Gliwice,45,55,11,10,6,4,3,5,8,5,1,5,3,3,18,10,1,0,0,0,3,1,W
761,2015-2016,8,2015-09-13 18:00:00,Ruch Chorzów,Górnik Zabrze,52,48,13,19,6,7,6,9,3,3,1,4,7,5,13,15,1,1,0,0,1,0,W
762,2015-2016,8,2015-09-14 18:00:00,Górnik Łęczna,Wisła Kraków,36,64,9,19,4,5,5,8,2,8,3,0,5,3,14,12,2,2,0,0,1,0,W
763,2015-2016,8,2015-11-09 18:00:00,Lechia Gdańsk,Korona Kielce,59,41,11,7,2,1,6,3,5,6,1,0,1,2,15,24,1,2,0,0,0,0,D
764,2015-2016,8,2015-11-09 20:30:00,Legia Warszawa,Zagłębie Lubin,58,42,6,18,4,6,2,12,3,5,1,2,4,2,12,21,2,2,0,0,2,2,D
765,2015-2016,8,2015-12-09 15:30:00,Śląsk Wrocław,Jagiellonia Białystok,49,51,15,13,7,5,6,6,9,9,0,0,4,4,9,7,3,1,0,0,3,1,W
766,2015-2016,8,2015-12-09 18:00:00,Cracovia,Bruk-Bet T.,58,42,20,11,6,6,8,2,6,5,2,1,3,4,12,9,4,3,0,0,2,3,L
767,2015-2016,8,2015-12-09 20:30:00,Lech Poznań,Podbeskidzie B-B,63,37,23,12,10,4,9,5,8,3,2,0,3,10,9,12,2,3,0,0,0,1,L
768,2015-2016,9,2015-09-18 18:00:00,Górnik Zabrze,Śląsk Wrocław,50,50,14,12,4,2,5,6,5,4,1,1,2,2,12,11,1,3,0,0,2,0,W
769,2015-2016,9,2015-09-18 20:30:00,Zagłębie Lubin,Cracovia,53,47,20,12,6,5,9,5,5,3,1,0,3,2,15,9,0,1,0,0,4,2,W
770,2015-2016,9,2015-09-19 15:30:00,Bruk-Bet T.,Pogoń Szczecin,66,34,12,13,2,4,7,6,4,5,1,5,3,1,17,17,2,0,0,0,1,1,D
771,2015-2016,9,2015-09-19 18:00:00,Podbeskidzie B-B,Wisła Kraków,39,61,8,21,3,12,3,4,6,8,2,0,6,3,13,10,2,0,0,0,0,6,L
772,2015-2016,9,2015-09-19 20:30:00,Piast Gliwice,Lechia Gdańsk,49,51,12,12,2,4,8,4,5,3,0,1,3,1,18,13,4,3,1,0,2,1,W
773,2015-2016,9,2015-09-20 15:30:00,Ruch Chorzów,Legia Warszawa,48,52,15,10,4,4,10,6,3,6,1,3,0,3,14,11,1,1,0,0,1,4,L
774,2015-2016,9,2015-09-20 18:00:00,Jagiellonia Białystok,Lech Poznań,43,57,14,9,5,2,6,6,8,3,3,0,2,4,12,6,0,2,0,0,1,0,W
775,2015-2016,9,2015-09-21 18:00:00,Korona Kielce,Górnik Łęczna,53,47,8,9,1,3,7,6,3,6,0,5,1,1,9,16,2,2,0,0,0,2,L
776,2015-2016,10,2015-09-25 18:00:00,Wisła Kraków,Korona Kielce,63,37,21,7,5,3,5,2,8,4,3,0,3,5,15,12,2,2,0,1,0,0,D
777,2015-2016,10,2015-09-25 20:30:00,Śląsk Wrocław,Piast Gliwice,49,51,16,17,3,5,8,4,10,1,0,1,3,2,17,13,6,1,0,0,1,2,L
778,2015-2016,10,2015-09-26 15:30:00,Górnik Łęczna,Podbeskidzie B-B,53,47,17,9,10,7,7,2,12,3,1,2,5,9,15,10,5,4,2,0,1,2,L
779,2015-2016,10,2015-09-26 18:00:00,Cracovia,Ruch Chorzów,52,48,19,13,12,6,7,7,8,5,5,1,5,10,20,19,3,5,0,1,2,1,W
